R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country_code,Winner,title_bout,weight_class,gender,no_of_rounds,B_losses,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_wins,R_age,B_age,total_fight_time_secs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,City,State
Tyron Woodley,Kelvin Gastelum,-185,170,54.05405405,170.0,2015-01-31,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,0,5,Southpaw,175.26,180.34,185,2,4,32,23,900.0,Orthodox,175.26,187.96,170,Las Vegas,Nevada
Joe Lauzon,Al Iaquinta,170,-185,170.0,54.05405405,2015-01-31,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,2,5,Orthodox,177.8,177.8,155,6,11,30,27,514.0,Orthodox,177.8,180.34,155,Las Vegas,Nevada
Thales Leites,Tim Boetsch,-300,270,33.33333333,270.0,2015-01-31,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,6,9,Orthodox,182.88,187.96,185,3,9,33,34,525.0,Orthodox,185.42,198.12,185,Las Vegas,Nevada
Jordan Mein,Thiago Alves,-140,130,71.42857143,130.0,2015-01-31,"Las Vegas, Nevada, USA",US,Blue,False,WW,MALE,3,6,12,Orthodox,175.26,177.8,170,1,3,25,31,339.0,Orthodox,182.88,185.42,170,Las Vegas,Nevada
Miesha Tate,Sara McMann,165,-175,165.0,57.14285714,2015-01-31,"Las Vegas, Nevada, USA",US,Red,False,WBW,FEMALE,3,1,2,Orthodox,167.64,167.64,135,2,2,28,34,900.0,Orthodox,167.64,165.1,135,Las Vegas,Nevada
Ed Herman,Derek Brunson,540,-660,540.0,15.15151515,2015-01-31,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,1,3,Southpaw,185.42,195.58,185,7,9,34,31,36.0,Orthodox,185.42,195.58,205,Las Vegas,Nevada
Ian McCall,John Lineker,-220,200,45.45454545,200.0,2015-01-31,"Las Vegas, Nevada, USA",US,Blue,False,FLY,MALE,3,2,5,Orthodox,160.02,170.18,135,3,2,30,24,900.0,Orthodox,165.1,162.56,125,Las Vegas,Nevada
Rafael Natal,Tom Watson,-135,125,74.07407407,125.0,2015-01-31,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,3,2,Orthodox,185.42,185.42,185,5,6,32,32,900.0,Orthodox,182.88,193.04,185,Las Vegas,Nevada
Richardson Moreira,Ildemar Alcantara,145,-155,145.0,64.51612903,2015-01-31,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,2,3,Orthodox,187.96,198.12,185,1,0,30,32,900.0,Orthodox,187.96,182.88,185,Las Vegas,Nevada
Thiago Santos,Andy Enz,-175,165,57.14285714,165.0,2015-01-31,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,2,0,Orthodox,190.5,198.12,185,2,1,31,23,116.0,Orthodox,187.96,193.04,205,Las Vegas,Nevada
Alexander Gustafsson,Anthony Johnson,-290,260,34.48275862,260.0,2015-01-24,"Stockholm, Sweden",SE,Blue,False,LHW,MALE,5,4,9,Orthodox,187.96,198.12,205,2,8,28,30,135.0,Orthodox,195.58,200.66,205,Stockholm,Sweden
Dan Henderson,Gegard Mousasi,380,-430,380.0,23.25581395,2015-01-24,"Stockholm, Sweden",SE,Blue,False,MW,MALE,3,2,2,Orthodox,187.96,193.04,185,6,7,44,29,70.0,Orthodox,180.34,187.96,185,Stockholm,Sweden
Phil Davis,Ryan Bader,-190,175,52.63157895,175.0,2015-01-24,"Stockholm, Sweden",SE,Blue,False,LHW,MALE,3,4,11,Orthodox,187.96,187.96,205,3,9,30,31,900.0,Orthodox,187.96,200.66,205,Stockholm,Sweden
Akira Corassani,Sam Sicilia,-130,120,76.92307692,120.0,2015-01-24,"Stockholm, Sweden",SE,Blue,False,FW,MALE,3,4,3,Orthodox,172.72,170.18,145,2,3,32,28,206.0,Orthodox,172.72,172.72,145,Stockholm,Sweden
Nico Musoke,Albert Tumenov,140,-150,140.0,66.66666667,2015-01-24,"Stockholm, Sweden",SE,Blue,False,WW,MALE,3,1,2,Orthodox,180.34,185.42,170,1,3,28,23,,Orthodox,182.88,190.5,170,Stockholm,Sweden
Kenny Robertson,Sultan Aliev,165,-175,165.0,57.14285714,2015-01-24,"Stockholm, Sweden",SE,Red,False,WW,MALE,3,0,0,Orthodox,180.34,187.96,170,3,3,30,30,162.0,Orthodox,177.8,187.96,170,Stockholm,Sweden
Andy Ogle,Makwan Amirkhani,-175,155,57.14285714,155.0,2015-01-24,"Stockholm, Sweden",SE,Blue,False,FW,MALE,3,0,0,Southpaw,177.8,182.88,145,4,1,25,26,8.0,Orthodox,172.72,175.26,145,Stockholm,Sweden
Nikita Krylov,Stanislav Nedkov,-130,110,76.92307692,110.0,2015-01-24,"Stockholm, Sweden",SE,Red,False,LHW,MALE,3,2,1,Orthodox,180.34,180.34,205,2,2,22,33,84.0,Orthodox,190.5,195.58,205,Stockholm,Sweden
Mairbek Taisumov,Anthony Christodoulou,-1050,850,9.523809524,850.0,2015-01-24,"Stockholm, Sweden",SE,Red,False,LW,MALE,3,0,0,Orthodox,175.26,182.88,155,1,2,26,27,338.0,Orthodox,175.26,185.42,155,Stockholm,Sweden
Mirsad Bektic,Paul Redmond,-925,725,10.81081081,725.0,2015-01-24,"Stockholm, Sweden",SE,Red,False,FW,MALE,3,0,0,Orthodox,177.8,177.8,145,0,1,23,28,900.0,Orthodox,172.72,177.8,145,Stockholm,Sweden
Viktor Pesta,Konstantin Erokhin,380,-430,380.0,23.25581395,2015-01-24,"Stockholm, Sweden",SE,Red,False,HW,MALE,3,0,0,Orthodox,180.34,185.42,230,1,0,24,31,900.0,Orthodox,190.5,195.58,240,Stockholm,Sweden
Neil Seery,Chris Beal,178,-215,178.0,46.51162791,2015-01-24,"Stockholm, Sweden",SE,Red,False,FLY,MALE,3,0,2,Orthodox,170.18,175.26,125,1,1,35,29,900.0,Orthodox,162.56,162.56,125,Stockholm,Sweden
Conor McGregor,Dennis Siver,-975,775,10.25641026,775.0,2015-01-18,"Boston, Massachusetts, USA",US,Red,False,FW,MALE,5,7,11,Orthodox,167.64,177.8,145,0,4,26,36,414.0,Southpaw,175.26,187.96,155,Boston,Massachusetts
Donald Cerrone,Benson Henderson,125,-135,125.0,74.07407407,2015-01-18,"Boston, Massachusetts, USA",US,Red,False,LW,MALE,3,2,9,Southpaw,175.26,177.8,170,3,13,31,31,900.0,Orthodox,185.42,185.42,155,Boston,Massachusetts
Uriah Hall,Ron Stallings,-1000,800,10.0,800.0,2015-01-18,"Boston, Massachusetts, USA",US,Red,False,MW,MALE,3,0,0,Southpaw,187.96,190.5,170,2,2,30,31,217.0,Orthodox,182.88,200.66,185,Boston,Massachusetts
Norman Parke,Gleison Tibau,140,-150,140.0,66.66666667,2015-01-18,"Boston, Massachusetts, USA",US,Blue,False,LW,MALE,3,8,15,Southpaw,177.8,180.34,155,1,4,28,31,900.0,Southpaw,180.34,177.8,155,Boston,Massachusetts
Cathal Pendred,Sean Spencer,160,-170,160.0,58.82352941,2015-01-18,"Boston, Massachusetts, USA",US,Red,False,WW,MALE,3,2,3,Southpaw,177.8,190.5,170,0,2,27,27,900.0,Orthodox,185.42,190.5,170,Boston,Massachusetts
John Howard,Lorenz Larkin,167,-178,167.0,56.17977528,2015-01-18,"Boston, Massachusetts, USA",US,Blue,False,WW,MALE,3,4,1,Orthodox,180.34,182.88,170,5,6,31,28,137.0,Orthodox,170.18,180.34,170,Boston,Massachusetts
Zhang Lipeng,Chris Wade,505,-605,505.0,16.52892562,2015-01-18,"Boston, Massachusetts, USA",US,Blue,False,LW,MALE,3,0,1,Orthodox,177.8,177.8,155,0,2,24,27,,Southpaw,180.34,180.34,155,Boston,Massachusetts
Paddy Holohan,Shane Howell,-345,315,28.98550725,315.0,2015-01-18,"Boston, Massachusetts, USA",US,Red,False,FLY,MALE,3,1,0,Orthodox,172.72,175.26,125,1,1,26,31,900.0,Orthodox,177.8,175.26,125,Boston,Massachusetts
Johnny Case,Frankie Perez,-165,155,60.60606061,155.0,2015-01-18,"Boston, Massachusetts, USA",US,Red,False,LW,MALE,3,0,0,Orthodox,180.34,185.42,155,0,1,25,25,714.0,Orthodox,177.8,182.88,155,Boston,Massachusetts
Charles Rosa,Sean Soriano,-125,115,80.0,115.0,2015-01-18,"Boston, Massachusetts, USA",US,Red,False,FW,MALE,3,2,0,Orthodox,175.26,177.8,145,1,0,28,25,883.0,Switch,175.26,175.26,145,Boston,Massachusetts
Matt Van Buren,Sean O'Connell,215,-235,215.0,42.55319149,2015-01-18,"Boston, Massachusetts, USA",US,Blue,False,LHW,MALE,3,2,0,Orthodox,185.42,187.96,205,1,0,28,31,731.0,Orthodox,195.58,193.04,205,Boston,Massachusetts
Tateki Matsuda,Joby Sanchez,210,-230,210.0,43.47826087,2015-01-18,"Boston, Massachusetts, USA",US,Blue,False,FLY,MALE,3,1,0,Orthodox,167.64,172.72,135,1,0,28,23,900.0,Orthodox,170.18,165.1,125,Boston,Massachusetts
Jon Jones,Daniel Cormier,-192,177,52.08333333,177.0,2015-01-03,"Las Vegas, Nevada, USA",US,Red,True,LHW,MALE,5,0,4,Orthodox,180.34,182.88,235,1,14,27,35,1500.0,Orthodox,193.04,213.36,205,Las Vegas,Nevada
Donald Cerrone,Myles Jury,-125,115,80.0,115.0,2015-01-03,"Las Vegas, Nevada, USA",US,Red,False,LW,MALE,3,0,6,Orthodox,177.8,185.42,145,3,12,31,26,900.0,Orthodox,185.42,185.42,155,Las Vegas,Nevada
Brad Tavares,Nate Marquardt,-130,120,76.92307692,120.0,2015-01-03,"Las Vegas, Nevada, USA",US,Red,False,MW,MALE,3,6,11,Orthodox,182.88,187.96,185,3,7,27,35,900.0,Orthodox,185.42,187.96,185,Las Vegas,Nevada
Kyoji Horiguchi,Louis Gaudinot,-525,450,19.04761905,450.0,2015-01-03,"Las Vegas, Nevada, USA",US,Red,False,FLY,MALE,3,3,1,Orthodox,160.02,160.02,125,0,3,24,30,900.0,Orthodox,165.1,167.64,125,Las Vegas,Nevada
Danny Castillo,Paul Felder,-255,235,39.21568627,235.0,2015-01-03,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,0,1,Orthodox,180.34,177.8,155,4,7,35,30,429.0,Orthodox,175.26,180.34,155,Las Vegas,Nevada
Marcus Brimage,Cody Garbrandt,100,-110,100.0,90.90909091,2015-01-03,"Las Vegas, Nevada, USA",US,Blue,False,BW,MALE,3,0,0,Orthodox,172.72,165.1,135,2,4,29,23,890.0,Southpaw,162.56,180.34,135,Las Vegas,Nevada
Shawn Jordan,Jared Cannonier,-185,170,54.05405405,170.0,2015-01-03,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,0,0,Switch,180.34,195.58,185,3,4,30,30,177.0,Southpaw,182.88,190.5,260,Las Vegas,Nevada
Evan Dunham,Rodrigo Damm,-705,570,14.18439716,570.0,2015-01-03,"Las Vegas, Nevada, USA",US,Red,False,LW,MALE,3,3,3,Orthodox,170.18,180.34,155,6,7,33,34,900.0,Southpaw,177.8,177.8,155,Las Vegas,Nevada
Omari Akhmedov,Mats Nilsson,-200,185,50.0,185.0,2015-01-03,"Las Vegas, Nevada, USA",US,Red,False,WW,MALE,3,1,0,Orthodox,185.42,187.96,170,1,1,27,31,900.0,Orthodox,182.88,185.42,185,Las Vegas,Nevada
Alexis Dufresne,Marion Reneau,-220,200,45.45454545,200.0,2015-01-03,"Las Vegas, Nevada, USA",US,Blue,False,WBW,FEMALE,3,0,0,Orthodox,167.64,172.72,135,1,0,24,37,900.0,Orthodox,175.26,172.72,135,Las Vegas,Nevada
Lyoto Machida,CB Dollaway,-860,675,11.62790698,675.0,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Red,False,MW,MALE,5,5,9,Orthodox,187.96,193.04,185,5,13,36,31,62.0,Southpaw,185.42,187.96,185,Barueri,Sao Paulo
Renan Barao,Mitch Gagnon,-1000,800,10.0,800.0,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Red,False,BW,MALE,3,1,4,Southpaw,165.1,165.1,135,1,7,27,30,833.0,Orthodox,167.64,177.8,135,Barueri,Sao Paulo
Antonio Carlos Junior,Patrick Cummins,135,-145,135.0,68.96551724,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Blue,False,LHW,MALE,3,1,2,Orthodox,187.96,193.04,205,0,1,24,34,900.0,Orthodox,187.96,200.66,185,Barueri,Sao Paulo
Elias Silverio,Rashid Magomedov,115,-125,115.0,80.0,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Blue,False,LW,MALE,3,0,2,Orthodox,175.26,177.8,155,0,3,28,30,897.0,Orthodox,180.34,185.42,155,Barueri,Sao Paulo
Erick Silva,Mike Rhodes,-400,325,25.0,325.0,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Red,False,WW,MALE,3,2,0,Orthodox,185.42,187.96,170,4,4,30,25,75.0,Orthodox,182.88,187.96,170,Barueri,Sao Paulo
Daniel Sarafian,Antonio Dos Santos,-155,145,64.51612903,145.0,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Red,False,MW,MALE,3,0,0,Orthodox,177.8,182.88,185,3,1,32,26,361.0,Orthodox,175.26,185.42,185,Barueri,Sao Paulo
Marcos Rogerio de Lima,Igor Pokrajac,-450,400,22.22222222,400.0,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Red,False,LHW,MALE,3,7,4,Orthodox,182.88,193.04,205,0,1,29,35,119.0,Orthodox,185.42,190.5,253,Barueri,Sao Paulo
Tom Niinimaki,Renato Moicano,120,-130,120.0,76.92307692,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Blue,False,FW,MALE,3,0,0,Orthodox,180.34,182.88,145,2,1,32,25,510.0,Orthodox,175.26,175.26,145,Barueri,Sao Paulo
Darren Elkins,Hacran Dias,210,-230,210.0,43.47826087,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Blue,False,FW,MALE,3,2,1,Orthodox,172.72,175.26,155,3,8,30,30,900.0,Orthodox,177.8,180.34,145,Barueri,Sao Paulo
Leandro Issa,Ulka Sasaki,420,-475,420.0,21.05263158,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Red,False,BW,MALE,3,0,1,Southpaw,177.8,180.34,125,1,1,31,25,,Orthodox,170.18,175.26,135,Barueri,Sao Paulo
Marcio Alexandre Junior,Tim Means,160,-170,160.0,58.82352941,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Blue,False,WW,MALE,3,3,3,Orthodox,187.96,190.5,170,1,0,25,30,900.0,Southpaw,182.88,190.5,185,Barueri,Sao Paulo
Vitor Miranda,Jake Collier,165,-175,165.0,57.14285714,2014-12-20,"Barueri, Sao Paulo, Brazil",BR,Red,False,MW,MALE,3,0,0,Orthodox,190.5,198.12,205,1,0,35,26,299.0,Orthodox,185.42,195.58,185,Barueri,Sao Paulo
Junior Dos Santos,Stipe Miocic,-400,355,25.0,355.0,2014-12-13,"Phoenix, Arizona, USA",US,Red,False,HW,MALE,5,1,6,Orthodox,193.04,203.2,240,2,10,30,32,1500.0,Orthodox,193.04,195.58,238,Phoenix,Arizona
Rafael Dos Anjos,Nate Diaz,-275,250,36.36363636,250.0,2014-12-13,"Phoenix, Arizona, USA",US,Red,False,LW,MALE,3,7,12,Southpaw,182.88,193.04,170,5,11,30,29,900.0,Southpaw,172.72,177.8,170,Phoenix,Arizona
Alistair Overeem,Stefan Struve,-200,185,50.0,185.0,2014-12-13,"Phoenix, Arizona, USA",US,Red,False,HW,MALE,3,4,9,Orthodox,210.82,213.36,265,3,2,34,26,253.0,Orthodox,193.04,203.2,265,Phoenix,Arizona
Gabriel Gonzaga,Matt Mitrione,120,-130,120.0,76.92307692,2014-12-13,"Phoenix, Arizona, USA",US,Blue,False,HW,MALE,3,3,8,Switch,190.5,200.66,265,7,11,35,36,119.0,Orthodox,187.96,193.04,242,Phoenix,Arizona
Claudia Gadelha,Joanna Jedrzejczyk,-280,240,35.71428571,240.0,2014-12-13,"Phoenix, Arizona, USA",US,Blue,False,WSW,FEMALE,3,0,1,Orthodox,167.64,165.1,125,0,1,26,27,900.0,Orthodox,162.56,160.02,115,Phoenix,Arizona
John Moraga,Willie Gates,-570,480,17.54385965,480.0,2014-12-13,"Phoenix, Arizona, USA",US,Red,False,FLY,MALE,3,0,0,Orthodox,172.72,177.8,125,2,4,30,27,846.0,Orthodox,167.64,167.64,125,Phoenix,Arizona
Joe Riggs,Ben Saunders,230,-250,230.0,40.0,2014-12-13,"Phoenix, Arizona, USA",US,Blue,False,WW,MALE,3,3,5,Orthodox,187.96,195.58,170,4,4,32,31,57.0,Southpaw,182.88,177.8,185,Phoenix,Arizona
Jamie Varner,Drew Dober,-450,400,22.22222222,400.0,2014-12-13,"Phoenix, Arizona, USA",US,Blue,False,LW,MALE,3,2,0,Southpaw,172.72,177.8,155,5,3,30,26,112.0,Orthodox,172.72,182.88,155,Phoenix,Arizona
Joe Ellenberger,Bryan Barberena,-210,190,47.61904762,190.0,2014-12-13,"Phoenix, Arizona, USA",US,Blue,False,LW,MALE,3,0,0,Southpaw,182.88,182.88,170,0,1,29,25,804.0,Orthodox,175.26,182.88,155,Phoenix,Arizona
David Michaud,Garett Whiteley,-230,210,43.47826087,210.0,2014-12-13,"Phoenix, Arizona, USA",US,Red,False,LW,MALE,3,2,0,Orthodox,182.88,182.88,155,1,0,26,33,900.0,Orthodox,175.26,182.88,155,Phoenix,Arizona
Henry Cejudo,Dustin Kimura,-225,185,44.44444444,185.0,2014-12-13,"Phoenix, Arizona, USA",US,Red,False,BW,MALE,3,2,2,Orthodox,170.18,180.34,135,0,0,27,25,900.0,Orthodox,162.56,162.56,135,Phoenix,Arizona
Anthony Birchak,Ian Entwistle,-270,248,37.03703704,248.0,2014-12-13,"Phoenix, Arizona, USA",US,Blue,False,BW,MALE,3,1,0,Orthodox,165.1,162.56,135,0,0,28,28,64.0,Orthodox,172.72,175.26,135,Phoenix,Arizona
Carla Esparza,Rose Namajunas,-110,-110,90.90909091,90.90909091,2014-12-12,"Las Vegas, Nevada, USA",US,Red,True,WSW,FEMALE,5,0,0,Orthodox,165.1,165.1,115,0,0,27,22,686.0,Orthodox,154.94,160.02,115,Las Vegas,Nevada
Jeremy Stephens,Charles Oliveira,-185,170,54.05405405,170.0,2014-12-12,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,5,6,Orthodox,177.8,187.96,155,9,10,28,25,900.0,Orthodox,172.72,180.34,145,Las Vegas,Nevada
Joe Proctor,Yancy Medeiros,230,-250,230.0,40.0,2014-12-12,"Las Vegas, Nevada, USA",US,Blue,False,LW,MALE,3,3,1,Orthodox,177.8,190.5,155,1,3,29,27,277.0,Orthodox,177.8,182.88,155,Las Vegas,Nevada
Jessica Penne,Randa Markos,130,-140,130.0,71.42857143,2014-12-12,"Las Vegas, Nevada, USA",US,Red,False,WSW,FEMALE,3,0,0,Orthodox,162.56,160.02,115,0,0,31,29,900.0,Orthodox,165.1,170.18,115,Las Vegas,Nevada
Felice Herrig,Lisa Ellis,-345,285,28.98550725,285.0,2014-12-12,"Las Vegas, Nevada, USA",US,Red,False,WSW,FEMALE,3,0,0,Orthodox,162.56,157.48,115,0,0,30,32,485.0,Orthodox,162.56,165.1,115,Las Vegas,Nevada
Bec Rawlings,Heather Jo Clark,-190,175,52.63157895,175.0,2014-12-12,"Las Vegas, Nevada, USA",US,Blue,False,WSW,FEMALE,3,0,0,Orthodox,167.64,162.56,115,0,0,25,34,,Orthodox,167.64,162.56,125,Las Vegas,Nevada
Joanne Calderwood,Seohee Ham,-650,535,15.38461538,535.0,2014-12-12,"Las Vegas, Nevada, USA",US,Red,False,WSW,FEMALE,3,0,0,Southpaw,157.48,157.48,115,0,0,28,27,,Orthodox,167.64,165.1,125,Las Vegas,Nevada
Tecia Torres,Angela Magana,-740,595,13.51351351,595.0,2014-12-12,"Las Vegas, Nevada, USA",US,Red,False,WSW,FEMALE,3,0,0,Orthodox,154.94,165.1,115,0,0,25,31,900.0,Orthodox,154.94,152.4,115,Las Vegas,Nevada
Aisling Daly,Alex Chambers,-220,200,45.45454545,200.0,2014-12-12,"Las Vegas, Nevada, USA",US,Red,False,WSW,FEMALE,3,0,0,Switch,160.02,160.02,115,0,0,26,36,293.0,Switch,157.48,162.56,115,Las Vegas,Nevada
Emily Peters Kagan,Angela Hill,165,-175,165.0,57.14285714,2014-12-12,"Las Vegas, Nevada, USA",US,Blue,False,WSW,FEMALE,3,0,0,Orthodox,160.02,162.56,115,0,0,33,29,,Orthodox,160.02,167.64,115,Las Vegas,Nevada
Johny Hendricks,Robbie Lawler,-220,200,45.45454545,200.0,2014-12-06,"Las Vegas, Nevada, USA",US,Blue,True,WW,MALE,5,4,9,Southpaw,180.34,187.96,170,2,11,31,32,1500.0,Southpaw,175.26,175.26,185,Las Vegas,Nevada
Anthony Pettis,Gilbert Melendez,-315,285,31.74603175,285.0,2014-12-06,"Las Vegas, Nevada, USA",US,Red,True,LW,MALE,5,1,1,Orthodox,175.26,185.42,145,1,4,27,32,413.0,Orthodox,177.8,182.88,170,Las Vegas,Nevada
Travis Browne,Brendan Schaub,-450,400,22.22222222,400.0,2014-12-06,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,4,6,Orthodox,193.04,198.12,245,3,7,32,31,290.0,Orthodox,198.12,200.66,255,Las Vegas,Nevada
Todd Duffee,Anthony Hamilton,-315,285,31.74603175,285.0,2014-12-06,"Las Vegas, Nevada, USA",US,Red,False,HW,MALE,3,1,1,Orthodox,195.58,193.04,260,1,2,28,34,33.0,Orthodox,190.5,200.66,260,Las Vegas,Nevada
Tony Ferguson,Abel Trujillo,-325,295,30.76923077,295.0,2014-12-06,"Las Vegas, Nevada, USA",US,Red,False,LW,MALE,3,2,3,Orthodox,172.72,177.8,155,1,6,30,31,559.0,Orthodox,180.34,193.04,155,Las Vegas,Nevada
Urijah Faber,Francisco Rivera,-925,725,10.81081081,725.0,2014-12-06,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,3,3,Orthodox,172.72,172.72,135,3,7,35,33,394.0,Orthodox,167.64,170.18,135,Las Vegas,Nevada
Eddie Gordon,Josh Samman,-140,130,71.42857143,130.0,2014-12-06,"Las Vegas, Nevada, USA",US,Blue,False,MW,MALE,3,0,1,Orthodox,190.5,200.66,185,0,1,31,26,488.0,Orthodox,182.88,193.04,185,Las Vegas,Nevada
Corey Anderson,Justin Jones,-500,435,20.0,435.0,2014-12-06,"Las Vegas, Nevada, USA",US,Red,False,LHW,MALE,3,0,0,Orthodox,180.34,198.12,185,0,1,25,27,900.0,Orthodox,190.5,200.66,205,Las Vegas,Nevada
Raquel Pennington,Ashlee Evans-Smith,175,-190,175.0,52.63157895,2014-12-06,"Las Vegas, Nevada, USA",US,Red,False,WBW,FEMALE,3,0,0,Orthodox,172.72,170.18,125,1,1,26,27,299.0,Orthodox,170.18,170.18,135,Las Vegas,Nevada
Sergio Pettis,Matt Hobar,-240,220,41.66666667,220.0,2014-12-06,"Las Vegas, Nevada, USA",US,Red,False,BW,MALE,3,1,1,Southpaw,177.8,177.8,135,1,2,21,27,900.0,Orthodox,167.64,175.26,135,Las Vegas,Nevada
Alex White,Clay Collard,115,-125,115.0,80.0,2014-12-06,"Las Vegas, Nevada, USA",US,Blue,False,FW,MALE,3,1,0,Orthodox,180.34,185.42,145,1,1,26,21,900.0,Southpaw,182.88,180.34,155,Las Vegas,Nevada
Frankie Edgar,Cub Swanson,-170,160,58.82352941,160.0,2014-11-22,"Austin, Texas, USA",US,Red,False,FW,MALE,5,1,6,Orthodox,172.72,177.8,145,5,11,33,31,1496.0,Orthodox,167.64,172.72,145,Austin,Texas
Bobby Green,Edson Barboza,140,-150,140.0,66.66666667,2014-11-22,"Austin, Texas, USA",US,Blue,False,LW,MALE,3,2,8,Orthodox,180.34,190.5,155,0,4,28,28,900.0,Orthodox,177.8,180.34,155,Austin,Texas
Brad Pickett,Chico Camus,-175,165,57.14285714,165.0,2014-11-22,"Austin, Texas, USA",US,Blue,False,FLY,MALE,3,3,2,Orthodox,167.64,167.64,125,4,4,36,29,900.0,Orthodox,167.64,172.72,135,Austin,Texas
Jared Rosholt,Aleksei Oleinik,-420,375,23.80952381,375.0,2014-11-22,"Austin, Texas, USA",US,Blue,False,HW,MALE,3,0,1,Orthodox,187.96,203.2,240,0,3,28,37,201.0,Orthodox,187.96,190.5,265,Austin,Texas
Joseph Benavidez,Dustin Ortiz,-430,380,23.25581395,380.0,2014-11-22,"Austin, Texas, USA",US,Red,False,FLY,MALE,3,1,3,Orthodox,165.1,165.1,125,2,7,30,25,900.0,Southpaw,162.56,165.1,125,Austin,Texas
Matt Wiman,Isaac Vallie-Flagg,-175,165,57.14285714,165.0,2014-11-22,"Austin, Texas, USA",US,Red,False,LW,MALE,3,2,1,Orthodox,172.72,172.72,155,5,9,31,36,900.0,Orthodox,177.8,172.72,155,Austin,Texas
Ruslan Magomedov,Josh Copeland,-230,210,43.47826087,210.0,2014-11-22,"Austin, Texas, USA",US,Red,False,HW,MALE,3,0,0,Orthodox,185.42,190.5,265,0,1,27,32,900.0,Orthodox,190.5,198.12,242,Austin,Texas
Luke Barnatt,Roger Narvaez,-420,375,23.80952381,375.0,2014-11-22,"Austin, Texas, USA",US,Blue,False,MW,MALE,3,1,0,Southpaw,190.5,200.66,185,1,3,26,31,900.0,Orthodox,198.12,195.58,185,Austin,Texas
James Vick,Nick Hein,-280,255,35.71428571,255.0,2014-11-22,"Austin, Texas, USA",US,Red,False,LW,MALE,3,0,1,Southpaw,167.64,167.64,155,0,2,27,30,900.0,Orthodox,190.5,193.04,155,Austin,Texas
Yves Edwards,Akbarh Arreola,-265,245,37.73584906,245.0,2014-11-22,"Austin, Texas, USA",US,Blue,False,LW,MALE,3,1,0,Southpaw,177.8,180.34,155,10,10,38,31,112.0,Southpaw,175.26,185.42,155,Austin,Texas
Paige VanZant,Kailin Curran,100,-110,100.0,90.90909091,2014-11-22,"Austin, Texas, USA",US,Red,False,WSW,FEMALE,3,0,0,Orthodox,162.56,165.1,115,0,0,20,23,774.0,Orthodox,162.56,165.1,115,Austin,Texas
Juan Puig,Dooho Choi,375,-420,375.0,23.80952381,2014-11-22,"Austin, Texas, USA",US,Blue,False,FW,MALE,3,0,0,Orthodox,177.8,177.8,145,1,0,25,23,,Orthodox,175.26,182.88,145,Austin,Texas
Fabricio Werdum,Mark Hunt,-430,380,23.25581395,380.0,2014-11-15,"Mexico City, Distrito Federal, Mexico",MX,Red,True,HW,MALE,5,3,5,Orthodox,177.8,182.88,265,2,6,37,40,447.0,Orthodox,193.04,195.58,231,Mexico City,Distrito Federal
Jake Ellenberger,Kelvin Gastelum,145,-155,145.0,64.51612903,2014-11-15,"Mexico City, Distrito Federal, Mexico",MX,Blue,False,WW,MALE,3,0,4,Southpaw,175.26,180.34,185,4,8,29,23,286.0,Orthodox,175.26,180.34,170,Mexico City,Distrito Federal
Ricardo Lamas,Dennis Bermudez,155,-165,155.0,60.60606061,2014-11-15,"Mexico City, Distrito Federal, Mexico",MX,Red,False,FW,MALE,3,1,7,Orthodox,167.64,167.64,155,1,5,32,27,198.0,Orthodox,172.72,180.34,145,Mexico City,Distrito Federal
Augusto Montano,Chris Heatherly,-255,235,39.21568627,235.0,2014-11-15,"Mexico City, Distrito Federal, Mexico",MX,Red,False,WW,MALE,3,1,0,Orthodox,175.26,172.72,155,0,0,30,26,290.0,Orthodox,185.42,185.42,170,Mexico City,Distrito Federal
